"Genetic ID","Master ID","Skeletal code","Skeletal element","Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]","Publication","Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at Death from physical anthropology","Group ID","Locality","Political Entity","Lat.","Long.","Pulldown Strategy","Data source","No. Libraries","1240k coverage (taken from original pulldown where possible)","SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)","SNPs hit on autosomal targets (Computed using easystats on HO snpset)","Molecular Sex","Family ID and position within family","Y haplogroup (manual curation in terminal mutation format)","Y haplogroup (manual curation in ISOGG format)","mtDNA coverage (merged data)","mtDNA haplogroup if >2x or published","mtDNA match to consensus if >2x (merged data)","Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)","Sex ratio [Y/(Y+X) counts] (merged data)","Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)","Libraries","ASSESSMENT","ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.","Unnamed: 35","SCORE","Historical Period","Region","Refined Region"
"I10873_noUDG","I10873","LAK91 E-16/17 (9) (LAK91 E-16/17 (9), 4/A, Burial Unit 4, Single primary burial, Hercule (8 ys))","petrous",2020,"LipsonSawchukNature2022 (higher coverage of individual first published in LipsonNature2020)","Direct: IntCal20; agrees with independent date of 1436-1121 calBCE (3045±60 BP, OxA-5205) on unspecified other bone from same individual",3097,45,"1217-1055 calBCE (2940±20 BP, PSUAMS-6309)","8±2","Cameroon_SMA_noUDG","Shum Laka","Cameroon","5,8586","10,0778","1240K pulldown padded to 3.2M snpset","1240K",6,"28,817494",1118990,586109,"M","Cameroon, Shum Laka Family B (2 members) (I10873-I10874 have a 2d or 3d relationship)","..","B2b","2545,407689","L1c2a1b","[0.988,0.996]","0,096","0,403306965","ds.half,ds.half,ds.half,ss.half,ds.minus,ss.minus","S10873.E1.L1,S10873.E1.L2,S10873.E1.L3,S10873.E1.L4,S10873.E1.L5,S10873.E1.L6","PASS_WHY_COV_LESS_THAN_UDG_FULLY_TREATED_VERSION","Xcontam=[0.005,0.006]",,"-5.74888e-05","Pós-Neolítico","África","África"
"I10874_noUDG","I10874","LAK91 E16 (11) (LAK91 E16/17 (11), 5/B, Burial Unit 5, Single primary burial, Denis (4 ys))","petrous",2020,"LipsonSawchukNature2022 (higher coverage of individual first published in LipsonNature2020)","Direct: IntCal20",3135,49,"1277-1059 calBCE (2970±25 BP, PSUAMS-6310)","..","Cameroon_SMA_noUDG","Shum Laka","Cameroon","5,8586","10,0778","1240K pulldown padded to 3.2M snpset","1240K",8,"24,9184",1095212,579016,"F","Cameroon, Shum Laka Family B (2 members) (I10873-I10874 have a 2d or 3d relationship)","n/a (female)","n/a (female)","..","L1c2a1b","..","..","0,01","ds.half,ds.half,ds.half,ds.half,ds.half,ss.half,ds.minus,ss.minus","S10874.E1.L1,S10874.E1.L2,S10874.E1.L3,S10874.E1.L4,S10874.E1.L5,S10874.E1.L6,S10874.E1.L7,S10874.E1.L8","PASS_WHY_COV_LESS_THAN_UDG_FULLY_TREATED_VERSION","..",,"-3.34731e-05","Pós-Neolítico","África","África"
"I10871_noUDG.SG","I10871","LAK93 C13 339 (3) (LAK93 C13 339 (3), SE.2, Burial Unit 2, Double primary burial, SEII (15 ys))","petrous",2020,"LipsonNature2020","Direct: IntCal20; agrees with independent date of 6219-5850 calBCE (7150±70 BP, OxA-5203) from rib of same individual",7913,71,"6058-5889 calBCE (7090±35 BP, PSUAMS-6308)","15±3","Cameroon_SMA.SG","Shum Laka","Cameroon","5,8586","10,0778","1240K pulldown padded to 3.2M snpset","Shotgun",4,"18,5137",1147190,592659,"M","Cameroon, Shum Laka Family A (2 members) (I10871-I10872 have a 2d or 3d relationship)","..","A00","..","L0a2a1","..","..","..","ds.half,ds.half,ds.half,ds.half,ds.half,ss.half,ds.half,ds.minus,ss.minus","S10871.E1.L1,S10871.E1.L2,S10871.E1.L3,S10871.E1.L4","PASS","Xcontam=[0.006,0.008]",,"-8.19059e-05","Neolítico","África","África"
"KOB002","KOB002","Kolín-Šťáralka_57/H2","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",5630,28,"3761-3637 calBCE (4905±25 BP, MAMS-45784)","..","Czech_N_TRB","Bohemia, Kolín-Šťáralka","Czech Republic","50,00873","15,23091","Repulldown on 3.2M snpset","1240K",1,"1,196858",661361,347332,"F","Bohemia, Kol√≠n-__√°ralka Family A (3 members) (1d: KOB007-KOB001, KOB007-KOB002, KOB001-KOB002)","n/a (female)","n/a (female)","..","T1a2","..","..","..","ds.half","KOB002.A0101.TF1.1","PASS","..",,"1.91904e-05","Pós-Neolítico","Europa","Europa"
"KOB003","KOB003","Kolín-Šťáralka_66/H5","..",2021,"PapacScienceAdvances2021","Context: Archaeological - Period",5600,87,"3800-3500 BCE","..","Czech_N_TRB","Bohemia, Kolín-Šťáralka","Czech Republic","50,00873","15,23091","Repulldown on 3.2M snpset","1240K",1,"0,285492",277813,144029,"M","n/a (No relatives detected)","..","T1a1","..","N","..","..","..","ds.half","KOB003.B0101.TF1.1","PASS","..",,"3.12763e-05","Pós-Neolítico","Europa","Europa"
"KOB004","KOB004","Kolín-Šťáralka_68/H6","..",2021,"PapacScienceAdvances2021","Context: Archaeological - Period",5600,87,"3800-3500 BCE","..","Czech_N_TRB","Bohemia, Kolín-Šťáralka","Czech Republic","50,00873","15,23091","Repulldown on 3.2M snpset","1240K",1,"0,298428",289402,150286,"F","n/a (No relatives detected)","n/a (female)","n/a (female)","..","H7d","..","..","..","ds.half","KOB004.A0101.TF1.1","PASS","..",,"3.98167e-05","Pós-Neolítico","Europa","Europa"
"KOB005","KOB005","Kolín-Šťáralka_72/H10","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",5704,58,"3909-3654 calBCE (4986±24 BP, MAMS-45785)","..","Czech_N_TRB","Bohemia, Kolín-Šťáralka","Czech Republic","50,00873","15,23091","Repulldown on 3.2M snpset","1240K",1,"0,052429",60155,32136,"F","n/a (No relatives detected)","n/a (female)","n/a (female)","..","T1a2","..","..","..","ds.half","KOB005.merged","PASS","..",,"3.37215e-05","Pós-Neolítico","Europa","Europa"
"KOB007","KOB007","Kolín-Šťáralka_77/H14","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",5632,28,"3762-3638 calBCE (4908±25 BP, MAMS-45786)","..","Czech_N_TRB_1d.rel.KOB002.KOB001","Bohemia, Kolín-Šťáralka","Czech Republic","50,00873","15,23091","Repulldown on 3.2M snpset","1240K",1,"0,188339",197952,106041,"M","Bohemia, Kol√≠n-__√°ralka Family A (3 members) (1d: KOB007-KOB001, KOB007-KOB002, KOB001-KOB002)","..","T1a1","..","U5b1d1a","..","..","..","ds.half","KOB007.B0101.TF1.1","PASS","..",,"4.05422e-05","Pós-Neolítico","Europa","Europa"
"KOB001","KOB001","Kolín-Šťáralka_56/H1","..",2021,"PapacScienceAdvances2021","Context - Kinship (1d relationship with KOB002, KOB007)",5650,35,"3760-3640 BCE","..","Czech_N_TRB_1d.rel.KOB002.KOB007","Bohemia, Kolín-Šťáralka","Czech Republic","50,00873","15,23091","Repulldown on 3.2M snpset","1240K",1,"0,098901",109139,56283,"F","Bohemia, Kol√≠n-__√°ralka Family A (3 members) (1d: KOB007-KOB001, KOB007-KOB002, KOB001-KOB002)","n/a (female)","n/a (female)","..","T1a2","..","..","..","ds.half","KOB001.A0101.TF1.1","PASS","..",,"2.31296e-05","Pós-Neolítico","Europa","Europa"
"KO7001","KO7001","Kolín VII_1409","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3985,55,"2135-1947 calBCE (3655±24 BP, MAMS-30792)","..","Czech_EBA_Unetice","Bohemia, Kolín VII","Czech Republic","50,008869","15,221727","Repulldown on 3.2M snpset","1240K",1,"0,979244",557081,284948,"M","Bohemia, Kol√≠n VII Family A (2 members) (2/3d: KO7001-KO7003)","..","R1a - Z645","..","I4a","..","..","..","ds.half","KO7001.A0201.TF1.1","PASS","..",,"2.54903e-05","Pós-Neolítico","Europa","Europa"
"KO7002","KO7002","Kolín VII_1412","..",2021,"PapacScienceAdvances2021","Context: Archaeological - Period",4000,87,"2200-1900 BCE","..","Czech_EBA_Unetice","Bohemia, Kolín VII","Czech Republic","50,008869","15,221727","Repulldown on 3.2M snpset","1240K",1,"0,636121",470611,242212,"F","Bohemia, Chleby Family B (2 members) (2/3d: CHL002-KO7002)","n/a (female)","n/a (female)","..","H24","..","..","..","ds.half","KO7002.B0101.TF1.1","PASS","..",,"1.20374e-05","Pós-Neolítico","Europa","Europa"
"KO7003","KO7003","Kolín VII_1418","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",4124,56,"2284-2046 calBCE (3761±24 BP, MAMS-30793)","..","Czech_EBA_Unetice","Bohemia, Kolín VII","Czech Republic","50,008869","15,221727","Repulldown on 3.2M snpset","1240K",1,"0,084937",93826,48057,"M","Bohemia, Kol√≠n VII Family A (2 members) (2/3d: KO7001-KO7003)","..","R1a*","..","U5a1b1","..","..","..","ds.half","KO7003.A0201.TF1.1","PASS","..",,"3.231e-05","Pós-Neolítico","Europa","Europa"
"KOP002","KOP002","Kolín VI_4989","..",2021,"PapacScienceAdvances2021","Context: Archaeological - Site/Context",4250,58,"2400-2200 BCE","..","Czech_BellBeaker","Bohemia, Kolín VI","Czech Republic","50,011045","15,213159","Repulldown on 3.2M snpset","1240K",1,"0,935668",562108,302640,"M","Bohemia, Kol√≠n VI Family A (2 members) (2/3d: KOP003-KOP002)","..","R1b - P312","..","U5a2b","..","..","..","ds.half","KOP002.merged","PASS","..",,"2.68359e-05","Pós-Neolítico","Europa","Europa"
"KOP003","KOP003","Kolín VI_5216","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",4342,47,"2468-2299 calBCE (3907±24 BP, MAMS-30791)","..","Czech_BellBeaker","Bohemia, Kolín VI","Czech Republic","50,011045","15,213159","Repulldown on 3.2M snpset","1240K",1,"0,834439",526598,285284,"M","Bohemia, Kol√≠n VI Family A (2 members) (2/3d: KOP003-KOP002)","..","R1b - P312","..","HV15","..","..","..","ds.half","KOP003.A0102.TF1.1","PASS","..",,"3.06714e-05","Pós-Neolítico","Europa","Europa"
"KOP001","KOP001","Kolín VI_4986","..",2021,"PapacScienceAdvances2021","Context: Archaeological - Period",4250,58,"2400-2200 BCE","..","Czech_BellBeaker_oAnatolia2","Bohemia, Kolín VI","Czech Republic","50,011045","15,213159","Repulldown on 3.2M snpset","1240K",1,"0,565516",450005,234141,"F","n/a (No relatives detected)","n/a (female)","n/a (female)","..","U3a1","..","..","..","ds.half","KOP001.B0101.TF1.1","PASS","..",,"3.79851e-05","Pós-Neolítico","Europa","Europa"
"KO1003","KO1003","Kolín II_4071","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",4160,53,"2294-2136 calBCE (3783±25 BP, MAMS-30782)","..","Czech_BellBeaker","Bohemia, Kolín II","Czech Republic","50,025608","15,169166","Repulldown on 3.2M snpset","1240K",1,"2,979171",855965,467866,"M","Bohemia, Kol�n II Family A (2 members) (2/3d: KO1005-KO1003)","..","R1b - P312","..","HV","..","..","..","ds.half","KO1003.B0101.TF1.1","PASS","..",,"5.58885e-05","Pós-Neolítico","Europa","Europa"
"KO1004","KO1004","Kolín II_4073","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",4166,51,"2291-2140 calBCE (3787±24 BP, MAMS-30783)","..","Czech_BellBeaker","Bohemia, Kolín II","Czech Republic","50,025608","15,169166","Repulldown on 3.2M snpset","1240K",1,"2,288441",815312,446212,"M","n/a (No relatives detected)","..","R1b - P312","..","T2b11","..","..","..","ds.half","KO1004.B0101.TF1.1","PASS","..",,"3.52066e-05","Pós-Neolítico","Europa","Europa"
"KO1005","KO1005","Kolín II_4074","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",4331,51,"2463-2296 calBCE (3892±24 BP, MAMS-30784)","..","Czech_BellBeaker","Bohemia, Kolín II","Czech Republic","50,025608","15,169166","Repulldown on 3.2M snpset","1240K",1,"1,125248",674173,369234,"F","Bohemia, Kol�n II Family A (2 members) (2/3d: KO1005-KO1003)","n/a (female)","n/a (female)","..","H1","..","..","..","ds.half","KO1005.B0101.TF1.1","PASS","..",,"4.91713e-05","Pós-Neolítico","Europa","Europa"
"kol2BE_noUDG.SG","kol002","Kolin2","tooth",2019,"SanchezQuintoPNAS2019","Direct: IntCal20",6494,46,"4656-4456 calBCE (5710±25 BP, UGAMS-9614)","..","Czech_MN.SG","Kolín","Czech Republic","50,028889","15,201157","Repulldown on 3.2M snpset","Shotgun",2,"0,085465",93930,48927,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","H+16129","..","..","..","ds.minus","..","PASS","..",,"3.06093e-05","Neolítico","Europa","Europa"
"kol6_noUDG.SG","kol006","Kolin6","tooth",2019,"SanchezQuintoPNAS2019","Direct: IntCal20",6775,43,"4929-4726 calBCE (5950±25 BP, UGAMS-9615)","..","Czech_MN.SG","Kolín","Czech Republic","50,028889","15,201157","Repulldown on 3.2M snpset","Shotgun",10,"1,437478",777504,419639,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","..","W1+119","..","..","..","ds.minus,ds.plus","..","PASS","..",,"3.66238e-05","Neolítico","Europa","Europa"
"KO1002","KO1002","Kolín I_3013","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",4533,79,"2838-2474 calBCE (4055±29 BP, MAMS-38481)","..","Czech_CordedWare","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"3,6263",981653,522307,"M","n/a (No relatives detected)","..","R1b - L151","..","X2b4","..","..","..","ds.half","KO1002.merged","PASS","..",,"3.23901e-05","Pós-Neolítico","Europa","Europa"
"KO1006","KO1006","Kolín I_3037-I","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3868,46,"2020-1780 calBCE (3570±25 BP, UGAMS-9623)","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"1,526074",732202,401292,"F","n/a (No relatives detected)","n/a (female)","n/a (female)","..","H17","..","..","..","ds.half","KO1006.A0101.TF1.1","PASS","..",,"2.06277e-05","Pós-Neolítico","Europa","Europa"
"KO1007","KO1007","Kolín I_3037-II","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3737,56,"1881-1691 calBCE (3460±25 BP, MAMS-30785)","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"1,05026",605231,320633,"M","n/a (No relatives detected)","..","R1a - Z645","..","R1b1","..","..","..","ds.half","KO1007.B0101.TF1.1","PASS","..",,"4.09017e-05","Pós-Neolítico","Europa","Europa"
"KO1008","KO1008","Kolín I_3037-III","..",2021,"PapacScienceAdvances2021","Context - Archaeological (Associated individuals in grave 3037)",3805,95,"2020-1690 BCE","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,583545",458056,241900,"M","n/a (No relatives detected)","..","R1b - P312","..","U2e2a1c","..","..","..","ds.half","KO1008.A0101.TF1.1","PASS","..",,"2.32269e-05","Pós-Neolítico","Europa","Europa"
"KO1009","KO1009","Kolín I_3540","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3894,41,"2026-1883 calBCE (3589±24 BP, MAMS-30786)","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,982052",622477,340241,"F","Bohemia, Kol√≠n I Family B (2 members) (2d: KO1010-KO1009)","n/a (female)","n/a (female)","..","U5a1a1","..","..","..","ds.half","KO1009.A0101.TF1.1","PASS","..",,"2.82205e-05","Pós-Neolítico","Europa","Europa"
"KO1010","KO1010","Kolín I_3690","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3906,41,"2027-1890 calBCE (3599±24 BP, MAMS-30787)","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,625262",458154,251306,"F","Bohemia, Kol√≠n I Family B (2 members) (2d: KO1010-KO1009)","n/a (female)","n/a (female)","..","H1b","..","..","..","ds.half","KO1010.A0101.TF1.1","PASS","..",,"4.90619e-05","Pós-Neolítico","Europa","Europa"
"KO1011","KO1011","Kolín I_4316","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3993,56,"2136-1950 calBCE (3660±25 BP, UGAMS-9622)","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,598781",455607,248418,"F","n/a (No relatives detected)","n/a (female)","n/a (female)","..","W1c","..","..","..","ds.half","KO1011.B0101.TF1.1","PASS","..",,"1.97045e-05","Pós-Neolítico","Europa","Europa"
"KO1013","KO1013","Kolín I_4332-I","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3914,41,"2029-1893 calBCE (3605±24 BP, MAMS-30789)","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,873091",596740,325385,"F","Bohemia, Kol√≠n I Family C (2 members) (2d: KO1013-KO1014)","n/a (female)","n/a (female)","..","H3d","..","..","..","ds.half","KO1013.A0101.TF1.1","PASS","..",,"4.30521e-05","Pós-Neolítico","Europa","Europa"
"KO1014","KO1014","Kolín I_4332-II","..",2021,"PapacScienceAdvances2021","Context - Archaeological (Associated individuals in grave) [KO1013]",3915,38,"2030-1900 BCE","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,824673",511751,282253,"M","Bohemia, Kol√≠n I Family C (2 members) (2d: KO1013-KO1014)","..","R1a - Z645","..","HV","..","..","..","ds.half","KO1014.A0101.TF1.1","PASS","..",,"4.41583e-05","Pós-Neolítico","Europa","Europa"
"KO1015","KO1015","Kolín I_4347","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",3774,43,"1918-1746 calBCE (3509±24 BP, MAMS-30790)","..","Czech_EBA_Unetice","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,867575",496296,272261,"F","n/a (No relatives detected)","n/a (female)","n/a (female)","..","U5a1i1","..","..","..","ds.half","KO1015.A0102.TF1.1","PASS","..",,"5.10732e-05","Pós-Neolítico","Europa","Europa"
"KO1016","KO1016","Kolín I_3790-2","..",2021,"PapacScienceAdvances2021","Context: Relative - Kinship with KO1001",4750,58,"2900-2700 BCE","..","Czech_N_Rivnac","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,825299",576572,314121,"F","Bohemia, Kol�n I Family B (2 members) (daughter-mother: KO1016-KO1001)","n/a (female)","n/a (female)","..","HV","..","..","..","ds.half","KO1016.A0101.TF1.1","PASS","..",,"2.56005e-05","Pós-Neolítico","Europa","Europa"
"KO1001","KO1001","Kolín I_3790-1","..",2021,"PapacScienceAdvances2021","Direct: IntCal20",4761,61,"2899-2699 calBCE (4216±24 BP, MAMS-30781)","..","Czech_N_Rivnac_mother.or.daughter.KO1016","Bohemia, Kolín I","Czech Republic","50,033343","15,168084","Repulldown on 3.2M snpset","1240K",1,"0,33122",299766,164178,"F","Bohemia, Kol�n I Family B (2 members) (daughter-mother: KO1016-KO1001)","n/a (female)","n/a (female)","..","HV","..","..","..","ds.half","KO1001.B0101.TF1.1","PASS","..",,"4.29443e-05","Pós-Neolítico","Europa","Europa"
"I7281","I7281","PRH5_2 (Grave 2)","petrous",2018,"OlaldeNature2018","Direct: IntCal20",4194,43,"2340-2146 calBCE (3810±20 BP, PSUAMS-4350)","..","Czech_BellBeaker","Prague 5 - Malá Ohrada","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"3,510991",743881,406604,"F","n/a (no relatives detected)","n/a (female)","n/a (female)",208,"H5a1g","[0.987,0.996]","0,091","0,01","ds.half","S7281.E1.L1","PASS","..",,"1.537e-05","Pós-Neolítico","Europa","Europa"
"I13467","I13467","770 (10, 38757)","petrous",2021,"PattersonNature2021","Direct: IntCal20",4289,66,"2457-2209 calBCE (3860±25 BP, PSUAMS-10090)","..","Czech_CordedWare","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"4,311281",847115,468087,"M","OHR001-I13467 are duplicates","..","..","292,6","H+16291","[0.974,0.997]","0,087","0,405","ds.half","S13467.Y1.E1.L1","PASS","..",,"1.14394e-05","Pós-Neolítico","Europa","Europa"
"I13468","I13468","771 (40, 38783/e)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"3,754801",815437,451950,"M","n/a (no relatives detected)","..","..","379,8","U5a1b1","[0.989,1.000]","0,128","0,405","ds.half","S13468.Y1.E1.L1","PASS","..",,"6.0181e-05","Pós-Neolítico","Europa","Europa"
"I13469","I13469","772 (18, 38763)","petrous",2021,"PattersonNature2021","Direct: IntCal20",3945,48,"2127-1900 calBCE (3630±25 BP, PSUAMS-10015)","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"3,908176",804958,446127,"M","n/a (no relatives detected)","..","..","344,8","J1c15","[0.994,1.000]","0,117","0,417","ds.half","S13469.Y1.E1.L1","PASS","..",,"3.28882e-05","Pós-Neolítico","Europa","Europa"
"I13470","I13470","773 (23, 38768)","petrous",2021,"PattersonNature2021","Direct: IntCal20",3943,42,"2122-1926 calBCE (3630±20 BP, PSUAMS-10091)","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"3,96197",833069,458242,"F","Czech Republic, Prague 5 - Mala Ohrada Family B (3 members) (I13470-I15646 have a mother-son relationship; I15646-I15643 have a 2d or 3d relationship)","n/a (female)","n/a (female)","382,9","H","[0.989,1.000]","0,097","0,008","ds.half","S13470.Y1.E1.L1","PASS","..",,"1.97637e-05","Pós-Neolítico","Europa","Europa"
"I13471","I13471","774 (19, 38764)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"3,978208",829440,457328,"M","n/a (no relatives detected)","..","..","556,9","V","[0.991,1.000]","0,102","0,413","ds.half","S13471.Y1.E1.L1","PASS","..",,"1.85844e-05","Pós-Neolítico","Europa","Europa"
"I15642","I15642","1760 (13, 38760)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"0,421349",360161,191945,"F","Czech Republic, Prague 5 - Mala Ohrada Family A (2 members) (I7960-I15642 have a 2d or 3d relationship)","n/a (female)","n/a (female)","60,84","HV0a","[0.968,0.993]","0,142","0,008","ss.half","S15642.Y1.E1.L1","PASS","..",,"2.78202e-05","Pós-Neolítico","Europa","Europa"
"I15643","I15643","1761 (5, 38752)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"1,642454",678603,365560,"M","Czech Republic, Prague 5 - Mala Ohrada Family B (3 members) (I13470-I15646 have a mother-son relationship; I15646-I15643 have a 2d or 3d relationship)","..","..",192,"U4d1","[0.980,0.997]","0,124","0,395","ss.half","S15643.Y1.E1.L1","PASS","..",,"2.99226e-05","Pós-Neolítico","Europa","Europa"
"I15644","I15644","1762 (4, 38751)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"2,169089",724721,391992,"F","n/a (no relatives detected)","n/a (female)","n/a (female)","313,9","H+152","[0.973,0.993]","0,105","0,007","ss.half","S15644.Y1.E1.L1","PASS","..",,"2.26325e-05","Pós-Neolítico","Europa","Europa"
"I16109","I16109","2337 (20, 38765/A)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"1,285004",585828,316246,"M","n/a (no relatives detected)","..","..","228,7","K1a1b2b","[0.992,0.999]","0,089","0,429","ss.half","S16109.Y1.E1.L1","PASS","damage.ss.half=0.089",,"4.52161e-05","Pós-Neolítico","Europa","Europa"
"I7958","I7958","PRH5_21 (Mala Ohrada grave 21)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"5,222346",859539,470029,"F","Czech Republic, Prague 5 - Mala Ohrada Family C (2 members) (I7958-I16110 have a sibling relationship)","n/a (female)","n/a (female)",218,"I4a","[0.991,0.999]","0,076","0,01","ds.half","S7958.E1.L1","PASS","..",,"3.58605e-05","Pós-Neolítico","Europa","Europa"
"I7959","I7959","PRH5_27 (Mala Ohrada grave 27)","petrous",2021,"PattersonNature2021","Context: Date(s) from same site (I13469, I13467)",3950,87,"2150-1850 BCE","..","Czech_EBA_Unetice","Central Bohemia, Prague 5, Prague-Stodůlky (Malá Ohrada site)","Czech Republic","50,044984","14,339296","Repulldown on 3.2M snpset","1240K",1,"4,398144",847110,461254,"M","n/a (no relatives detected)","..","..",157,"K2b2","[0.994,1.000]","0,083","0,419","ds.half","S7959.E1.L1","PASS","..",,"2.14118e-05","Pós-Neolítico","Europa","Europa"
