"Genetic ID","Master ID","Skeletal code","Skeletal element","Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]","Publication","Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE","Age at Death from physical anthropology","Group ID","Locality","Political Entity","Lat.","Long.","Pulldown Strategy","Data source","No. Libraries","1240k coverage (taken from original pulldown where possible)","SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)","SNPs hit on autosomal targets (Computed using easystats on HO snpset)","Molecular Sex","Family ID and position within family","Y haplogroup (manual curation in terminal mutation format)","Y haplogroup (manual curation in ISOGG format)","mtDNA coverage (merged data)","mtDNA haplogroup if >2x or published","mtDNA match to consensus if >2x (merged data)","Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)","Sex ratio [Y/(Y+X) counts] (merged data)","Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)","Libraries","ASSESSMENT","ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0.","Unnamed: 35","SCORE","Historical Period","Region","Refined Region"
"I8507","I8507","MOS310 (Kokcha 3 1954, Grave N5, Skull N1, IE-60-20)","petrous (CBD)",2019,"NarasimhanPattersonScience2019","Context: Archaeological - Period",3950,289,"2500-1500 BCE","..","Uzbekistan_Kokcha_BA","Kokcha 3","Uzbekistan","40,54","64,99","Repulldown on 3.2M snpset","1240K",1,"0,260116",257022,138137,"M","n/a (no relatives detected)","..","..",28,"U2e2a1d","[0.982,0.996]","0,08","0,426","ds.half","S8507.E1.L1","PASS","..",,"2.45269e-05","Pós-Neolítico","Ásia","Ásia"
"Nea2.SG","Nea2","#7","..",2022,"MarchExcoffierCell2022","Direct:IntCal20",8101,45,"6225-6075 calBCE (7290±31BP, MAMS-24004)","earlyinfant","Greece_NeaNikomedeia_EN.SG","Nea Nikomedeia","Greece","40,585","22,252","NativePulldownon3.2Msnpset","Shotgun",4,"..",1149634,592975,"F","..","..","..","..","K1a","[0.999,1]","..","0,0004","plus,plus,plus,plus","SL7_8,SL7_9,SL10_3,SL10_2","PASS","..",,"2.413e-05","Neolítico","Europa","Europa"
"Nea3.SG","Nea3","TXII","..",2022,"MarchExcoffierCell2022","Direct:IntCal20",8218,72,"6379-6091 calBCE (7388±27BP, MAMS-46042)","earlyinfant","Greece_NeaNikomedeia_EN.SG","Nea Nikomedeia","Greece","40,585","22,252","NativePulldownon3.2Msnpset","Shotgun",4,"..",1149573,592987,"F","..","..","..","..","K1a2c","[0.973,0.987]","..","0,0004","plus,plus,plus,plus","SL7_6,SL7_7,SL10_6,SL10_5","PASS","..",,"4.79514e-05","Neolítico","Europa","Europa"
"R11828.SG","R11828","S. Imbenia_7489/T1","..",2022,"AntoniobioRxiv2022 or MootsbioRxiv2022","Direct: IntCal20",2993,36,"1117-986 calBCE (2870±15 BP, UCIAMS-235895)","..","Italy_Sardinia_SantImbenia_Phoenician.SG","Sardinia, Porto Conte bay, Sant' Imbenia","Italy","40,5938","8,2045","Native Pulldown on 3.2M snpset","Shotgun","..","..",670338,346159,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"3.85366e-05","Pós-Neolítico","Europa","Europa"
"R11835.SG","R11835","S. Imbenia_7494/T3","..",2022,"AntoniobioRxiv2022 or MootsbioRxiv2022","Direct: IntCal20",2738,8,"802-776 calBCE (2590±15 BP, UCIAMS-237792)","..","Italy_Sardinia_SantImbenia_RomanImperial.SG","Sardinia, Porto Conte bay, Sant' Imbenia","Italy","40,5938","8,2045","Native Pulldown on 3.2M snpset","Shotgun","..","..",721841,374176,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"1.88509e-05","Pós-Neolítico","Europa","Europa"
"R11836.SG","R11836","S. Imbenia_7497F16","..",2022,"AntoniobioRxiv2022","Context: Direct dates at site",1825,159,"150 BCE - 400 CE","..","Italy_Sardinia_SantImbenia_RomanImperial.SG","Sardinia, Porto Conte bay, Sant' Imbenia","Italy","40,5938","8,2045","Native Pulldown on 3.2M snpset","Shotgun","..","..",690528,361595,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"4.85886e-05","Pós-Neolítico","Europa","Europa"
"R11829.SG","R11829","S. Imbenia_7489/T2","..",2022,"AntoniobioRxiv2022 or MootsbioRxiv2022","Direct: IntCal20",2907,27,"1006-911 calBCE (2805±15 BP, UCIAMS-235931)","..","Italy_Sardinia_SantImbenia_Phoenician.SG","Sardinia, Porto Conte bay, Sant' Imbenia","Italy","40,5938","8,2045","Native Pulldown on 3.2M snpset","Shotgun","..","..",685433,355200,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"5.36698e-05","Pós-Neolítico","Europa","Europa"
"R11832.SG","R11832","S.Imbenia_7490B","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1653,29,"242-346 calCE (1760±15 BP, UCIAMS-237793)","..","Italy_Sardinia_SantImbenia_RomanImperial.SG","Sardinia, Porto Conte bay, Sant' Imbenia","Italy","40,5938","8,2045","Native Pulldown on 3.2M snpset","Shotgun","..","..",696341,360722,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"4.14734e-05","Pós-Neolítico","Europa","Europa"
"R11833.SG","R11833","S.Imbenia_7491/S2","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1639,38,"248-378 calCE (1740±15 BP, UCIAMS-237794)","..","Italy_Sardinia_SantImbenia_RomanImperial.SG","Sardinia, Porto Conte bay, Sant' Imbenia","Italy","40,5938","8,2045","Native Pulldown on 3.2M snpset","Shotgun","..","..",711667,370071,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"3.84508e-05","Pós-Neolítico","Europa","Europa"
"R11834.SG","R11834","S. Imbenia_7492 A","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1763,31,"129-234 calCE (1855±15 BP, UCIAMS-237795)","..","Italy_Sardinia_SantImbenia_RomanImperial.SG","Sardinia, Porto Conte bay, Sant' Imbenia","Italy","40,5938","8,2045","Native Pulldown on 3.2M snpset","Shotgun","..","..",749475,391638,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"3.85235e-05","Pós-Neolítico","Europa","Europa"
"S_Armenian-2.DG","S_Armenian-2","S_Armenian-2",,2016,"MallickNature2016","Modern",0,0,"present","..","Armenian.DG","Kars (ancestors from Kars, born in Akhuzyan)","Armenia","40,604517","43,100758","1240K pulldown padded to 3.2M snpset","Shotgun.diploid",1,"45,36",1119554,584324,"M","n/a (no relatives detected)","..","..","..","..","..","..","..","..","S_Armenian-2","PASS","..",,"3.30981e-05","Pós-Neolítico","Ásia","Ásia"
"I13833","I13833","1234; Tumulus 2, grave 3, ind. 1, 2","petrous",2022,"LazaridisAlpaslanRoodenbergScience2022","Context: Date(s) on individuals with >20cM IBD stretches (I13835, I13836, I13837); ignore a date that must be wrong also due to the very unexpected ancestry of 1121-936 calBCE (2870±20 BP, PSUAMS-5941) calibrated as IntCal20",325,101,"1450-1800 CE","Young adult; 17-19 yrs.","Albania_EarlyModern_oCaucasus","Barç (Southeast, Korça Basin)","Albania","40,625278","20,801111","Repulldown on 3.2M snpset","1240K",3,"13,211",1000701,538257,"M","n/a (no relatives detected)","..","..","1150,387048","X2e1","[0.985,0.997]","0,122","0,435054726","ds.half,ss.half,ss.half","S13833.Y1.E1.L1,S20786.Y1.E1.L1,S20790.Y1.E1.L1","PASS","..",,"4.3965e-05","Pós-Neolítico","Europa","Europa"
"I13835","I13835","1236; Tumulus 2, grave 7, 6","petrous",2022,"LazaridisAlpaslanRoodenbergScience2022","Direct: IntCal20",246,64,"1644-1797 calCE (235±15 BP, PSUAMS-8291)","adult; 30-40 yrs.","Albania_EarlyModern_oCaucasus","Barç (Southeast, Korça Basin) ","Albania","40,625278","20,801111","Repulldown on 3.2M snpset","1240K",3,"10,378",1000133,537405,"F","Albania, Bar� Family A (2 members) (I13837-I13835 have a mother-daughter relationship (order unknown))","n/a (female)","n/a (female)","941,690446","U3b1","[0.972,0.99]","0,124","0,009268717","ds.half,ss.half,ss.half","S13835.Y1.E1.L1,S20787.Y1.E1.L1,S20791.Y1.E1.L1","PASS","..",,"2.45979e-05","Pós-Neolítico","Europa","Europa"
"I1633","I1633","KA1/14 (Kalavan 1,2006, Tomb 9)","petrous",2016,"LazaridisNature2016","Direct: IntCal20",4465,48,"2621-2354 calBCE (3990±35 BP, Poz-22234)","adult ","Armenia_EBA","Kalavan","Armenia","40,65","45,1167","Repulldown on 3.2M snpset","1240K",1,"3,342",827122,448906,"F","n/a (no relatives detected)","n/a (female)","n/a (female)",429,"H1u","[0.953,0.976]","0,157","0,013","ds.half","S1633.E1.L1","PASS","mtcontam=[0.953,0.976]",,"2.63605e-05","Pós-Neolítico","Ásia","Ásia"
"I1635","I1635","KA1/12 (Kalavan 1, 2005, Tomb 1)","petrous",2016,"LazaridisNature2016","Direct: IntCal20",4476,46,"2623-2461 calBCE (4005±35 BP, Poz-81102)","..","Armenia_EBA","Kalavan","Armenia","40,65","45,1167","Repulldown on 3.2M snpset","1240K",1,"2,877",800238,431809,"M","n/a (no relatives detected)","..","R1b1x(R1b1a1, R1b1a2, R1b1c2, R1b1c3) ",483,"X2f","[0.997,1.000]","0,093","0,416","ds.half","S1635.E1.L1","PASS","..",,"6.27453e-06","Pós-Neolítico","Ásia","Ásia"
"I13838","I13838","1239; Skull 2, 45","petrous",2022,"LazaridisAlpaslanRoodenbergScience2022","Context: Archaeological - Period",6200,433,"5000-3500 BCE","..","Albania_LN_C","Tren cave (Southeast , Devoll area)","Albania","40,671111","20,984722","Repulldown on 3.2M snpset","1240K",1,"4,286824",838393,462620,"M","n/a (no relatives detected)","..","..","505,3","HV4","[0.988,0.999]","0,076","0,42","ds.half","S13838.Y1.E1.L1","PASS","..",,"3.98074e-05","Neolítico","Europa","Europa"
"I13840","I13840","1241; Skull 1, 44","petrous",2022,"LazaridisAlpaslanRoodenbergScience2022","Direct: IntCal20",6102,65,"4313-4051 calBCE (5330±25 BP, PSUAMS-5944)","..","Albania_LN_C","Tren Cave (Southeast , Devoll area) ","Albania","40,671111","20,984722","Repulldown on 3.2M snpset","1240K",1,"3,85634",846242,464709,"M","n/a (no relatives detected)","..","..","291,6","J1c","[0.962,0.984]","0,117","0,413","ds.half","S13840.Y1.E1.L1","PASS","..",,"1.22865e-05","Neolítico","Europa","Europa"
"GMGM1.SG","GMGM1","GMGM1","Bone (left radius)",2021,"ZhangNature2021","Direct: IntCal20 (R_Combine) (WARNING: Missing lab code)",3959,48,"2129-1941 calBCE (3641±20 BP) [R_combine: (3650±30 BP; Beta); (3635±25, LZU)]","..","China_Xinjiang_Beifang_Xiaohe_BA.SG","Xinjiang, Beifang","China","40,6782","88,9342","Native Pulldown on 3.2M snpset","Shotgun","..","..",233270,125716,"F","..","..","n/a (Female)","..","C4","..","0,1633","..","ds.minus","GMGM1","PASS","..",,"3.3406e-05","Pós-Neolítico","Ásia","Ásia"
"R11651.SG","R11651","Beniamin_bur.130","..",2022,"AntoniobioRxiv2022","Context: Direct dates at site",1900,289,"450 BCE - 550 CE","..","Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",669803,350970,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"2.31482e-05","Pós-Neolítico","Ásia","Ásia"
"R11536.SG","R11536","Beniamin_bur. 17 (right petrous)","petrous (right)",2022,"AntoniobioRxiv2022","Direct: IntCal20",2932,33,"1047-926 calBCE (2835±15 BP, UCIAMS-237546)","..","Armenia_Beniamin_IA.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",662585,346207,"M","Beniamin Family A (2 Members) (1d: R11536-R11655)","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"4.76379e-05","Pós-Neolítico","Ásia","Ásia"
"R11538.SG","R11538","Beniamin_bur. 203","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1465,34,"431-545 calCE (1580±15 BP, UCIAMS-235887)","..","Armenia_Beniamin_Sasanian.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",599667,313431,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"3.10561e-05","Pós-Neolítico","Ásia","Ásia"
"R11714.SG","R11714","Beniamin_bur. ??/4","..",2022,"AntoniobioRxiv2022","Context: Direct dates at site",1900,289,"450 BCE - 550 CE","..","Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",786259,408234,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"6.81489e-05","Pós-Neolítico","Ásia","Ásia"
"R11540.SG","R11540","Beniamin_bur. 36","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",2341,13,"405-380 calBCE (2315±15 BP, UCIAMS-237550)","..","Armenia_Beniamin_Achaemenid.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",633156,327486,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"3.9803e-05","Pós-Neolítico","Ásia","Ásia"
"R11541.SG","R11541","Beniamin_bur. 47","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1947,30,"44 calBCE - 61 calCE (2005±15 BP, UCIAMS-237551)","..","Armenia_Beniamin_Artaxiad_Roman_possible.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",662627,348797,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"5.20444e-05","Pós-Neolítico","Ásia","Ásia"
"R11668.SG","R11668","Beniamin_bur. 21","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",3093,43,"1213-1055 calBCE (2935±15 BP, UCIAMS-237548)","..","Armenia_Beniamin_EIA.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",160193,83480,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"2.30528e-05","Pós-Neolítico","Ásia","Ásia"
"R11675.SG","R11675","Beniamin_bur. 7","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",3372,27,"1492-1325 calBCE (3145±15 BP, UCIAMS-237549)","..","Armenia_Beniamin_LBS.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",737112,386536,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"1.44369e-06","Pós-Neolítico","Ásia","Ásia"
"R11653.SG","R11653","Beniamin_bur. 15/1","..",2022,"AntoniobioRxiv2022","Context: Direct dates at site",1900,289,"450 BCE - 550 CE","..","Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",981416,511878,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"2.954e-05","Pós-Neolítico","Ásia","Ásia"
"R11655.SG","R11655","Beniamin_bur. 17","..",2022,"AntoniobioRxiv2022","Context: Direct dates at site",1900,289,"450 BCE - 550 CE","..","Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible_contam.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",869961,455116,"F","Beniamin Family A (2 Members) (1d: R11536-R11655)","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"5.51012e-05","Pós-Neolítico","Ásia","Ásia"
"R11535.SG","R11535","Beniamin_bur.11","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",2736,8,"801-774 calBCE (2585±15 BP, UCIAMS-235909)","..","Armenia_Beniamin_Urartu_IA.SG","ShirakProvince,Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",693631,357430,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"4.10096e-05","Pós-Neolítico","Ásia","Ásia"
"R11542.SG","R11542","Beniamin_bur. 20/1","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1465,34,"431-545 calCE (1580±15 BP, UCIAMS-237825)","..","Armenia_Beniamin_Sasanian.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",632910,330269,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"4.93635e-05","Pós-Neolítico","Ásia","Ásia"
"R11543.SG","R11543","Beniamin_bur.214","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1468,35,"421-538 calCE (1600±15 BP, UCIAMS-237826)","..","Armenia_Beniamin_Sasanian.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",826859,429053,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"5.61791e-05","Pós-Neolítico","Ásia","Ásia"
"R11678.SG","R11678","Beniamin_bur.96","..",2022,"AntoniobioRxiv2022","Context: Direct dates at site",1900,289,"450 BCE - 550 CE","..","Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",734725,382540,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"4.29334e-05","Pós-Neolítico","Ásia","Ásia"
"R11713.SG","R11713","Beniamin_bur. 1","..",2022,"AntoniobioRxiv2022","Context: Direct dates at site",1900,289,"450 BCE - 550 CE","..","Armenia_Beniamin_Achaemenid_Artaxiad_Hellenistic_Roman_possible.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",949266,494172,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"2.76542e-05","Pós-Neolítico","Ásia","Ásia"
"R11546.SG","R11546","Beniamin_bur. 60","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",2034,33,"156-1 calBCE (2075±15 BP, UCIAMS-237555)","..","Armenia_Beniamin_Hellenistic.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",710973,367371,"M","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"2.90022e-05","Pós-Neolítico","Ásia","Ásia"
"R11544.SG","R11544","Beniamin_bur. 30","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",1470,36,"419-538 calCE (1605±15 BP, UCIAMS-237554)","..","Armenia_Beniamin_Sasanian.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",651410,340700,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"3.24237e-05","Pós-Neolítico","Ásia","Ásia"
"R11545.SG","R11545","Beniamin_bur. 5/1","..",2022,"AntoniobioRxiv2022","Direct: IntCal20",3276,41,"1398-1261 calBCE (3055±15 BP, UCIAMS-237547)","..","Armenia_Beniamin_LBA.SG","Shirak Province, Beniamin","Armenia","40,6885","43,8493","Native Pulldown on 3.2M snpset","Shotgun","..","..",699762,361128,"F","..","..","..","..","..","..","..","..","ds.half","..","PASS","..",,"2.50854e-05","Pós-Neolítico","Ásia","Ásia"
"f1R.SG","f1R","f_1R","petrous",2022,"ScorranoMacciardiSciRep2022","Histroical: Vesuvius Eruption",1871,0,"79 CE","35-40 yrs.","Italy_Pompeii_Roman.SG","Campania, Pompeii","Italy","40,7488","14,4829","Native Pulldown on 3.2M snpset","Shotgun","..","..",388683,203596,"M","..","A-M13","..","41,42","HV0a","[0.847,0.98]","..","0,228","..","..","PASS","..",,"4.52036e-05","Pós-Neolítico","Europa","Europa"
